id,date,message
893953,2026-06-03 14:54:20+00:00,"Hitcher looking for driver 

Date 4/6 
Time12 am
Pickup pasir ris
Dropoff bukit indah
Pax 1 
No deposit"
893952,2026-06-03 14:51:14+00:00,"Driver looking for hitcher

Date:Today
Time:Now

Pickup:SG
Dropoff:JB

Whole car only
Accept paynow"
893951,2026-06-03 14:50:00+00:00,"👨‍✈️Driver Looking For Hitcher👋


🗓️Date: TODAY

⏱Time: Now - (Anytime)

📍Pickup: JB/SG

📍Drop: off: SG/JB

💰Payment by: Cash / Tng / Paynow.

🛗Pax : 1- 8 / Wholecar/ Carpool ✅

          🔁TWO WAYS TRIP ALSO CAN.
👇     👇     👇      👇      👇

--✨️𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚 𝙏𝙮𝙥𝙚𝙨✨️--  
☆ 𝟐𝟒/𝟕 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩𝙖𝙩𝙞𝙤𝙣  
☆ 𝙃𝙤𝙪𝙨𝙚 𝙈𝙤𝙫𝙞𝙣𝙜 𝙎𝙚𝙧𝙫𝙞𝙘𝙚  
☆ 𝙄𝙣𝙨𝙪𝙧𝙖𝙣𝙘𝙚 𝙄𝙣𝙘𝙡𝙪𝙙𝙚𝙙  
☆ 𝙋𝙧𝙚 𝘽𝙤𝙤𝙠𝙞𝙣𝙜𝙨 𝘼𝙘𝙘𝙚𝙥𝙩𝙚𝙙  
☆ 𝘼𝙞𝙧𝙥𝙤𝙧𝙩 / 𝙃𝙤𝙩𝙚𝙡 𝙏𝙧𝙖𝙣𝙨𝙛𝙚𝙧𝙨  
☆ 𝙄𝙣𝙩𝙚𝙧𝙘𝙞𝙩𝙮 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙄𝙣 𝙅𝘽  
☆ 𝘾𝙤𝙫𝙚𝙧 𝘼𝙡𝙡 𝙇𝙤𝙘𝙖𝙩𝙞𝙤𝙣𝙨 𝙎𝙂/𝙈𝙔  
☆ 𝙈𝙞𝙙𝙣𝙞𝙜𝙝𝙩 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚  
☆ 𝙒𝙝𝙚𝙚𝙡𝙘𝙝𝙖𝙞𝙧 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩  
☆ 𝘿𝙚𝙡𝙞𝙫𝙚𝙧𝙮 𝙞𝙣 𝙎𝙂 & 𝙈𝙔

◇ 𝖳𝗋𝗂𝗉𝗌 𝗍𝗈 𝖬𝖤𝖫𝖠𝖪𝖠, 𝖪𝖫, 𝖦𝖤𝖭𝖳𝖨𝖭𝖦 & 𝖮𝗍𝗁𝖾𝗋𝗌 

🚖Sedan Car / Alza / Vellfire / Minivan

✉️kindly Dm Me Now, Advance Booking Also Can!"
893950,2026-06-03 14:49:01+00:00,"🚘Driver Looking For Hitchers

Date : Anytime
Time: Any date

JB~SG
SG~JB

Both Available, Welcome to PM me and Booking~


👑👑👑👑👑👑👑👑👑👑👑👑
Services that I provide:
⬆️Offer ride to Melaka, Genting , Penang any locations of West Malaysia.

⬆️Car: Toyota Innova (7pax available) with spacious space.

⬆️Safe and stable roadtrip.

⬆️Clean and Comfortable interior.

⬆️Reasonable Pricing.

⬆️Accept advanced booking.

⬆️Kind manner.

⬆️No DEPOSIT Needed,                
      Only Need to Pay    
      After trip is FINISHED.

⬆️Always Available
      Efficient Communication
      Faster rides as driver
      Always in JB Town area    
      Standby.

🔥Wholecar
60-80sgd
+10~15sgd (Additional location)

🔥Carpooling
30SGD~40SGD Carpool/Per Pax"
893948,2026-06-03 14:47:05+00:00,"Hey, there Hmud2! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
893947,2026-06-03 14:45:32+00:00,"Chinese driver 
Driver looking for hitcher 
Date: Today 
Time:now
Pax :1-3
PICK UP:SG-JB
✅pick & go 
✅Paynow
✅Tng
✅Cash
❌ deposit
PM ME THANKS ❤️❤️❤️"
893945,2026-06-03 14:43:04+00:00,"Hey, there 🚀! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
893944,2026-06-03 14:40:48+00:00,"driver  looking for hitchers
date：today
time：now
pickup：jb
drop off：sg
pax：1-4 pax
toyota vios 
whole car only
no need deposit
pm me thx"
893943,2026-06-03 14:30:43+00:00,"Hey, there @Hlimaa1! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
893942,2026-06-03 14:26:09+00:00,"hitcher looking for driver 🚗

pick up: molek regency
drop off: sengkang
date: today
time: now
pax: 1 

pls pm me wholecar or carpool price"
893941,2026-06-03 14:26:00+00:00,"Hitcher looking for driver
2way trip

Date 5/6/26
Time 5am
Pick up:732676 woodland 

Drop off:76-80, Changkat Bukit Bintang, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur

Pax 3 pax

Return trip

Date 10/6/26
Time12pm
Pick up:76-80, Changkat Bukit Bintang, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur 

Drop off:732676 woodland

Pax 3pax

Pm me"
893940,2026-06-03 14:25:46+00:00,"Chinese Hitcher looking for driver

Pickup: JB, four point Sheraton hotel
Drop off: SG , Bishan
Date: Today
Time: Now 
Pax: 1 pax or okay to carpool share."
893939,2026-06-03 14:24:59+00:00,Bangkit 276 to jb
893938,2026-06-03 14:14:01+00:00,"‼️🔠🔠🔡🔣🔠🔠 🔠🔠🔠‼️
🚗Driver Looking Hitcher🚗
Door To Door Service

🗓 Date : Today
⏰ Time : Any Time
📌 PickUp : SG/JB Any Way
🚗 Whole Car 
👥 1-4 Pax

✔️ Pay On Arrival 
✔️ No Deposit
💵Cash💳PayNow 💰 EWallet

📱 +6580902145"
893937,2026-06-03 14:08:33+00:00,"Looking for driver
4/6/26
630am
Buangkok
To
Kempas

Whole car sedan
No deposit"
893935,2026-06-03 14:03:11+00:00,"Chinese Driver looking for Hitcher 
Pickup: SG
Drop off: JB
Date: Later
Time: 12.20-12.45AM
Pax: 1-4
Cash/Paynow Available 😁"
893934,2026-06-03 14:01:11+00:00,"hitcher looking for driver
date：today
time：11pm
pick ：jb skudai
drop：sg amk
carpool only （1pax）
no deposit 
pm price"
893933,2026-06-03 13:53:01+00:00,"🔥 JB 🇲🇾 ↔ SG 🇸🇬 DAILY CARPOOL 🔥
🔥 新山 ↔ 新加坡 每日拼车/包车 🔥
🚘 Safe • Fast • On Time
🚘 安全 • 快速 • 准时
⏰ DAILY 固定时段
📍 JB ➜ SG
6am｜10am｜2pm｜6pm｜8pm｜10pm
📍 SG ➜ JB
8am｜11am｜2pm｜5pm｜8pm｜11pm
✨ Professional Driver 专业司机
✨ Comfortable Ride 舒适乘坐
✨ 天天出发 Monday - Sunday
📲 PM / WhatsApp NOW
📲 +60167838850
🔥 Limited Seat 位置有限 先订先上车 🔥"
893932,2026-06-03 13:52:59+00:00,"Driver looking for hitcher 🚗🌉

Date: today
Time : anytime
Pickup : sg - jb
Pax : 1-8 pax 
NO NEED DEPOSIT 
PM ME NOW THANK YOUU"
893931,2026-06-03 13:48:01+00:00,"🚘Driver Looking For Hitchers

Date : Anytime
Time: Any date

JB~SG
SG~JB

Both Available, Welcome to PM me and Booking~


👑👑👑👑👑👑👑👑👑👑👑👑
Services that I provide:
⬆️Offer ride to Melaka, Genting , Penang any locations of West Malaysia.

⬆️Car: Toyota Innova (7pax available) with spacious space.

⬆️Safe and stable roadtrip.

⬆️Clean and Comfortable interior.

⬆️Reasonable Pricing.

⬆️Accept advanced booking.

⬆️Kind manner.

⬆️No DEPOSIT Needed,                
      Only Need to Pay    
      After trip is FINISHED.

⬆️Always Available
      Efficient Communication
      Faster rides as driver
      Always in JB Town area    
      Standby.

🔥Wholecar
60-80sgd
+10~15sgd (Additional location)

🔥Carpooling
30SGD~40SGD Carpool/Per Pax"
893930,2026-06-03 13:47:01+00:00,"⭐️Driver Looking for Passengers ⭐️
⭐️司機尋找乘客⭐️⭐️

🚘Carpool and charter Service 🚘
🚘拼車與包車服務🚘

MONDAY TO SUNDAY
星期一 至 星期日

< 🇲🇾JB-🇸🇬SG>（新山-新加坡）
6am - 7am
10am - 11am
2pm - 3pm
6pm - 7pm 
8pm - 9pm
< 🇸🇬SG-🇲🇾JB> （新加坡 - 新山）
9am - 10am
12pm - 1pm
4pm - 5pm
8pm - 9pm
11pm - 12am

permanent no available at This moment

👉🏻SAFETY  安全
👉🏻ON TIME 準時
👉🏻PROFESSIONAL 專業


Other timing can check with me 🥰
Please Wa +60167838850 or PM me if interested.

其他時間歡迎向我諮詢🥰
如有興趣可以Wa +60167838850 或 pm我🥰"
893929,2026-06-03 13:45:39+00:00,"Hey, there @ron9710! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
893928,2026-06-03 13:45:14+00:00,"DRIVER LOOKING FOR HITCHER 

PICK UP : SG
DROP OFF : JB
PAX : 1 - 4PAX 👫👭
TIME : 10pm -11pm
        WHOLE CAR 
          CARPOOL

PAYMENT PAYNOW & CASH 
   MORE DETAILS PM ME 
  💰NO NEED DEPOSIT💰

               THANKS"
893927,2026-06-03 13:42:19+00:00,"looking driver today 10:15 pm
3pax sg to jb
1 pick 1drop 
hougang to sutera familymart"
893925,2026-06-03 13:36:16+00:00,"Driver looking for Hitchers 
🔤🔤🔤🔤🔤🔤
Date : Today 
Time: Now Onwards
SG 🇸🇬😀JB🇲🇾
Pax : 1-4 pax
Whole car available.
Advanced booking is available.

Other services
SG 🇸🇬➡️Malaysia 🇲🇾
Payment mode : Paynow / TF

😀+60 111855 8408 - Sarah Lee

No need deposit ❗️❗️❗️
Pays after drop off 

Pm me thanks 👍👍🚗🚗"
893924,2026-06-03 13:34:19+00:00,"🚘Driver Looking for Hitcher 

🔅NOW onwards 🔅
    JB🇲🇾 ➡️ SG🇸🇬

📍whole car only 

Pm me thanks"
893923,2026-06-03 13:31:10+00:00,"Looking for driver
Sg to jb
10pm
1pax
Whole car"
893922,2026-06-03 13:28:20+00:00,"🚗Driver looking for Hitcher 🚗

Date : today 3/6
Time :9.30pm-10.30pm
Pickup : JB 🇲🇾
Dropoff: SG 🇸🇬
1-6 pax 
Wholecar available 👋🏼
Offer ❗
Other timing can discuss ✅

PM ME IF INTERESTED 🤗🤗🤗"
893921,2026-06-03 13:21:13+00:00,"Hey, there Zahid! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
893920,2026-06-03 13:20:49+00:00,"🚗Driver looking for HITCHER  
📆 Date:  03 /06/2026 Today 
⏰ Time: 10PM
🇲🇾 Pick up : SG 
🇸🇬 Drop off : JB
👥 Pax: 1-6 PAX Avaliable  
NO Deposit,  Affordable PRICE.
Have a good day ahead.
Pm me TQ +601160764575"
893919,2026-06-03 13:13:01+00:00,"‼️🔠🔠🔡🔣🔠🔠 🔠🔠🔠‼️
🚗Driver Looking Hitcher🚗
Door To Door Service

🗓 Date : Today
⏰ Time : Any Time
📌 PickUp : SG/JB Any Way
🚗 Whole Car 
👥 1-4 Pax

✔️ Pay On Arrival 
✔️ No Deposit
💵Cash💳PayNow 💰 EWallet

📱 +6580902145"
893918,2026-06-03 13:12:05+00:00,"DRIVER LOOKING FOR HITCHER 

DATE: TDY

TIME: NOW NOW NOW / 10-11PM

PICKUP: JB

DROPOFF: SG 

PM ME NOW !!!!"
893917,2026-06-03 13:10:52+00:00,"Looking for car 

Sg 2 location (049247 400021) to jb Sutera mall 
2pax 
1015pm"
893916,2026-06-03 13:08:58+00:00,"Hitcher looking for driver 

Date : Today 
Time : 9.30pm 
Pick up : Sg 
Drop off : Jb
Pax 3

No deposit 
Pm me now"
893915,2026-06-03 13:05:42+00:00,"Hitcher looking for driver 

Date : 5/6/2026 Friday 
Time : 11pm
Pick up : Sg changi 
Drop off : Jb Forest city 
Pax 1
$80 cash 
No deposit 
Pm me now"
893914,2026-06-03 13:01:40+00:00,"Driver looking for hitcher 
JB to SG 
Whole car 
Pm for more details"
893913,2026-06-03 12:59:25+00:00,"Hitch find driver 
Date today 
Time 930pm
Pickup sg 3 location
Drop off jb near custom"
893912,2026-06-03 12:52:28+00:00,"driver  looking for hitchers
date：today
time：now
pickup：jb
drop off：sg
pax：1-4 pax
toyota vios 
whole car only
no need deposit
pm me thx"
893911,2026-06-03 12:51:21+00:00,"driver  looking for hitchers
date：today
time：now
pickup：jb
drop off：sg
pax：1-4 pax
toyota vios 
whole car only
no need deposit
pm me thx"
893910,2026-06-03 12:51:05+00:00,Pm me now
893909,2026-06-03 12:49:41+00:00,"Looking for driver 

Date: 4/6/26
Time : 12MN
Pick up : Senai airport 
Drop off : 680026 

1pax 
No luggage 
Kindly PM me"
893908,2026-06-03 12:48:22+00:00,"Hitcher looking for driver 
Jb to sg 
Now
2 pax whole car"
893907,2026-06-03 12:48:05+00:00,I  available can pm me thanks
893906,2026-06-03 12:47:01+00:00,"🚘Driver Looking For Hitchers

Date : Anytime
Time: Any date

JB~SG
SG~JB

Both Available, Welcome to PM me and Booking~


👑👑👑👑👑👑👑👑👑👑👑👑
Services that I provide:
⬆️Offer ride to Melaka, Genting , Penang any locations of West Malaysia.

⬆️Car: Toyota Innova (7pax available) with spacious space.

⬆️Safe and stable roadtrip.

⬆️Clean and Comfortable interior.

⬆️Reasonable Pricing.

⬆️Accept advanced booking.

⬆️Kind manner.

⬆️No DEPOSIT Needed,                
      Only Need to Pay    
      After trip is FINISHED.

⬆️Always Available
      Efficient Communication
      Faster rides as driver
      Always in JB Town area    
      Standby.

🔥Wholecar
60-80sgd
+10~15sgd (Additional location)

🔥Carpooling
30SGD~40SGD Carpool/Per Pax"
893905,2026-06-03 12:43:01+00:00,"🔥 JB 🇲🇾 ↔ SG 🇸🇬 DAILY CARPOOL 🔥
🔥 新山 ↔ 新加坡 每日拼车/包车 🔥
🚘 Safe • Fast • On Time
🚘 安全 • 快速 • 准时
⏰ DAILY 固定时段
📍 JB ➜ SG
6am｜10am｜2pm｜6pm｜8pm｜10pm
📍 SG ➜ JB
8am｜11am｜2pm｜5pm｜8pm｜11pm
✨ Professional Driver 专业司机
✨ Comfortable Ride 舒适乘坐
✨ 天天出发 Monday - Sunday
📲 PM / WhatsApp NOW
📲 +60167838850
🔥 Limited Seat 位置有限 先订先上车 🔥"
893904,2026-06-03 12:40:42+00:00,Pm me boss
893903,2026-06-03 12:37:16+00:00,"🚗 Driver looking for hitcher

📅 Tonight - Tomorrow (Thu 04 Jun)
⏰ 8-9pm / 9-10pm / 10-11pm / 11pm-12am / 12-1am / 1-2am

🇸🇬→🇲🇾 SG → JB
🇲🇾→🇸🇬 JB → SG

✅ 1-2 pax carpool / Wholecar
✅ Paynow / Cash
✅ Other timing / date also can

PM for price 🙏"
893902,2026-06-03 12:37:15+00:00,"🚗Driver looking for hitcher
📅Date3-6-26
⏰️Time:9.00pm-10.00pm
⬆️Pickup: jb
⬇️Dropoff:sg
1-3pax whole car
sedan car 
kindly pm me
华人司机"
893900,2026-06-03 12:33:17+00:00,"Hitcher looking for driver
Pickup: KSL 
Dropoff: 4 dropoffs in West
Time: 9pm
Pax: 5"
893899,2026-06-03 12:33:01+00:00,"⭐️Driver Looking for Passengers ⭐️
⭐️司機尋找乘客⭐️⭐️

🚘Carpool and charter Service 🚘
🚘拼車與包車服務🚘

MONDAY TO SUNDAY
星期一 至 星期日

< 🇲🇾JB-🇸🇬SG>（新山-新加坡）
6am - 7am
10am - 11am
2pm - 3pm
6pm - 7pm 
8pm - 9pm
< 🇸🇬SG-🇲🇾JB> （新加坡 - 新山）
9am - 10am
12pm - 1pm
4pm - 5pm
8pm - 9pm
11pm - 12am

permanent no available at This moment

👉🏻SAFETY  安全
👉🏻ON TIME 準時
👉🏻PROFESSIONAL 專業


Other timing can check with me 🥰
Please Wa +60167838850 or PM me if interested.

其他時間歡迎向我諮詢🥰
如有興趣可以Wa +60167838850 或 pm我🥰"
893898,2026-06-03 12:32:53+00:00,"🚗🚕🚙🚗🚕🚙🚗🚕
Driver looking for Hitchers

Date : Today 
Time:  Now 

Pickup : SG
Drop off : JB

Pm me thanks"
893897,2026-06-03 12:32:39+00:00,"Hey, there @Ocness_Chen! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
893896,2026-06-03 12:30:32+00:00,"                  🔤🔤1️⃣6️⃣8️⃣ 
        🔤🔤🔤🔤🔤🔤🔤🔤🔤

           ⚠️Advanced Booking⚠️ 
     🛞Driver Looking For Hitcher 🛞
        🔝🔝🔝🔝🔝🔝🔝🔝🔝

🗓Date: 🅰️🔠🔠  🔠🅰️🔠🔠
🔜Time: 🅰️🔠🔠  🔠🔠🔠🔠
📌Pick up : 🚩🚩 ✔️ 🚩🚩✔️
📍Drop off : 🚩🚩 ✔️🚩🚩✔️
🙂Pax : 1-7pax cp / whole car👍

👌Accept ➡️PayNow ✔️TNG ✔️Cash ✔️

                ⭐️  🔤🔤🔤   ⭐️
🚗➡️Toyota Alphard 7 seater Pilot Seat 
            Hyundai Starex / Staria 10-11 seater  
               ⭐️    🔤🔤🔤     ⭐️
🚗➡️BMW 5 seater 
            ⭐️ 🔤🔤🔤🔤🔤   ⭐️
🚗➡️Toyota Vios / Honda City  5 seater 

       🏆🏆🏆🏆🏆🏆🏆🏆🏆

        📞Kindly pm me thanks📞
     💬有需要的可以马上联系我💬

WhatsApp +6580460803"
893895,2026-06-03 12:30:04+00:00,"looking for driver

time: 9:45pm
sg to jb

one pax wholecar"
893894,2026-06-03 12:27:27+00:00,"Hitcher looking for driver

4-Jun 
0900HRS 
SINGAPORE CRUISE TERMINAL-JB Custom
Pax 2adult 2kids 
6 luggage🧳
Need to big car

Pm me"
893893,2026-06-03 12:25:21+00:00,"Drivers looking for Hitchers 

Date : Today🇲🇾🇸🇬
Time: NOW ONWARD 

Pickup :JB
Drop off : SG
Pax : 1-4pax
Whole car: available 

Can paynow
Can pay cash 
Can pay tng

Pm me for more details thanks"
893892,2026-06-03 12:22:57+00:00,"Drivers looking for Hitchers 

Date : Today🇲🇾🇸🇬

Time: NOW-ONWARD 

Pickup : JB 🇲🇾

Drop off : SG 🇸🇬

Pax : 1-3 of pax✅

Whole car: available ✅

Pm me for more details thanks"
893891,2026-06-03 12:20:34+00:00,"Hey, there Calvin2255! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
893890,2026-06-03 12:18:40+00:00,"🚘Driver Looking for Hitcher 

🔅NOW onwards 🔅
    JB🇲🇾 ➡️ SG🇸🇬

📍whole car only 

Pm me thanks"
893889,2026-06-03 12:12:01+00:00,"‼️🔠🔠🔡🔣🔠🔠 🔠🔠🔠‼️
🚗Driver Looking Hitcher🚗
Door To Door Service

🗓 Date : Today
⏰ Time : Any Time
📌 PickUp : SG/JB Any Way
🚗 Whole Car 
👥 1-4 Pax

✔️ Pay On Arrival 
✔️ No Deposit
💵Cash💳PayNow 💰 EWallet

📱 +6580902145"
893888,2026-06-03 12:10:38+00:00,"Driver looking for Hitcher❣️

⏰-We are 24/7 Available-❤️
🇸🇬 SG ⇄ 🇲🇾 JB Transport
🚏 Pickup   : SG / JB 
🚏 Drop-off : JB / SG
🚗 Premium Vehicles Provided

✅ No Deposit
✅ Insurance Covered
✅ Cross-Border Delivery

📩 Kindly PM to book. Thank you ✌️"
893887,2026-06-03 12:09:50+00:00,"🚘 Driver looking for Hitchers

📅 Date         : Today  
📍 Pickup     : JB / SG 🇲🇾🇸🇬 
📍 DropOff   : SG / JB 🇸🇬🇲🇾 
🕑 Time        : Anytime
💰 Payment : No Deposit ❌
🚗 Vehicles  : All Seating Types
✅ Modes     : Whole-Car Only

      👇     👇     👇      👇      👇

--✨️Transport Service Types✨️--
  ☆ 𝟐𝟒/𝟕 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩𝙖𝙩𝙞𝙤𝙣
  ☆ 𝙃𝙤𝙪𝙨𝙚 𝙈𝙤𝙫𝙞𝙣𝙜 𝙎𝙚𝙧𝙫𝙞𝙘𝙚
  ☆ 𝙄𝙣𝙨𝙪𝙧𝙖𝙣𝙘𝙚 𝙄𝙣𝙘𝙡𝙪𝙙𝙚𝙙
  ☆ 𝙋𝙧𝙚 𝘽𝙤𝙤𝙠𝙞𝙣𝙜𝙨 𝘼𝙘𝙘𝙚𝙥𝙩𝙚𝙙
  ☆ 𝘼𝙞𝙧𝙥𝙤𝙧𝙩 / 𝙃𝙤𝙩𝙚𝙡 𝙏𝙧𝙖𝙣𝙨𝙛𝙚𝙧𝙨
  ☆ 𝙄𝙣𝙩𝙚𝙧𝙘𝙞𝙩𝙮 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙄𝙣 𝙅𝘽
  ☆ 𝘾𝙤𝙫𝙚𝙧 𝘼𝙡𝙡 𝙇𝙤𝙘𝙖𝙩𝙞𝙤𝙣𝙨 𝙎𝙂/𝙈𝙔
  ☆ 𝙈𝙞𝙙𝙣𝙞𝙜𝙝𝙩 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚
  ☆ 𝙒𝙝𝙚𝙚𝙡𝙘𝙝𝙖𝙞𝙧 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩
  ☆ 𝘿𝙚𝙡𝙞𝙫𝙚𝙧𝙮 𝙞𝙣 𝙎𝙂 & 𝙈𝙔

◇ 𝖳𝗋𝗂𝗉𝗌 𝗍𝗈 𝖬𝖤𝖫𝖠𝖪𝖠, 𝖪𝖫, 𝖦𝖤𝖭𝖳𝖨𝖭𝖦 & 𝖮𝗍𝗁𝖾𝗋𝗌 𝖯𝗅𝖾𝖺𝗌𝖾 𝖯𝖬 𝖬𝖾 𝖿𝗈𝗋 𝖬𝗈𝗋𝖾 𝖣𝖾𝗍𝖺𝗂𝗅𝗌"
893886,2026-06-03 12:00:56+00:00,"🧑‍💻 Malay Driver looking for Hitcher ‼️

📅 DATE : TODAY 
🕰️ TIME :  NOW - ONWARDS 
📌 PICKUP : JB
📍 DROP-OFF : SG
🚸 PAX : 1-6 PAX (Honda BRV) 

♻️Clean & Friendly Driver♻️

💵 Cash ✅
💳 TNG  ✅

⚠️ PLEASE BE AWARE
OF SCAMMER ⚠️

🇸🇬AVAILABLE FOR 
MALAYSIA TOUR🇲🇾
🔄JOHOR BAHRU
🔄MELAKA
🔄KUALA LUMPUR
🔄NEGERI SEMBILAN
🔄PAHANG
🔄PERAK
🔄PERLIS
🔄KELANTAN
🔄TERENGGANU
🔄KEDAH
🔄PULAU PINANG"
893885,2026-06-03 11:53:36+00:00,"Date & Time: 04/06 @4.15am
Pick up:  Larkin sentral
Drop off : 600253
2 adults+1 child"
893884,2026-06-03 11:48:42+00:00,"Hey, there @momicomel! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
893882,2026-06-03 11:45:15+00:00,"🇲🇾driver  looking for hitchers
📅date：today
⌚time：now
🏠🇲🇾pickup：jb
🏩🇸🇬drop off：sg
👫👫pax：1-4 pax
🚘sedan car
🚘whole car only
addtion point -💲10-15
no need deposit💰
pm me thx🙏🏻🙏🏻"
893880,2026-06-03 11:38:40+00:00,Pm me now boss am available for fast pickup 🛻!!!
893879,2026-06-03 11:38:40+00:00,"Driver looking for hitcher 

Sg to Jb 
1-6 pax
No deposit 
Now available 
7 seater
PM now please Thanks"
